id,student_id,title,level,date
598,432,英语演讲比赛三等奖,校级,2025-10-01
599,433,艺术节金奖,省级,2025-10-15
600,438,运动会冠军,区级,2026-02-23
601,439,英语演讲比赛三等奖,区级,2026-02-23
602,439,作文比赛二等奖,省级,2026-05-16
603,440,科技节创新奖,区级,2026-02-21
604,441,学科竞赛一等奖,区级,2025-10-30
605,444,科技节创新奖,校级,2025-11-13
606,445,学科竞赛一等奖,校级,2025-12-23
607,445,作文比赛二等奖,市级,2026-06-24
608,449,优秀志愿者,区级,2025-12-18
609,450,艺术节金奖,省级,2026-03-15
610,451,英语演讲比赛三等奖,市级,2026-01-01
611,451,英语演讲比赛三等奖,省级,2026-03-23
612,452,科技节创新奖,市级,2026-04-04
613,452,科技节创新奖,市级,2025-11-14
614,452,优秀志愿者,区级,2025-10-02
615,463,优秀志愿者,区级,2026-04-26
616,463,运动会冠军,校级,2026-02-25
617,467,作文比赛二等奖,市级,2026-02-27
618,468,科技节创新奖,区级,2026-06-16
619,468,运动会冠军,省级,2026-05-10
620,469,英语演讲比赛三等奖,区级,2025-11-19
621,471,作文比赛二等奖,区级,2026-04-07
622,473,英语演讲比赛三等奖,区级,2025-09-18
623,474,运动会冠军,省级,2026-03-22
624,474,科技节创新奖,省级,2026-04-20
625,474,优秀志愿者,市级,2025-09-17
626,477,科技节创新奖,市级,2026-04-20
627,477,优秀志愿者,市级,2026-03-06
628,478,优秀志愿者,区级,2025-11-16
629,478,运动会冠军,校级,2026-04-29
630,479,英语演讲比赛三等奖,省级,2025-09-28
631,479,艺术节金奖,省级,2026-01-18
632,480,科技节创新奖,校级,2025-12-11
633,480,作文比赛二等奖,市级,2025-10-08
634,483,艺术节金奖,校级,2026-03-08
635,487,学科竞赛一等奖,校级,2026-03-14
636,489,英语演讲比赛三等奖,省级,2026-03-18
637,490,英语演讲比赛三等奖,区级,2026-07-02
638,491,科技节创新奖,省级,2026-05-31
639,491,学科竞赛一等奖,市级,2025-12-11
640,491,优秀志愿者,省级,2025-09-18
641,493,科技节创新奖,校级,2025-10-31
642,493,优秀志愿者,省级,2026-01-06
643,496,运动会冠军,省级,2025-12-28
644,496,科技节创新奖,省级,2025-10-30
645,500,艺术节金奖,市级,2026-03-22
646,502,英语演讲比赛三等奖,区级,2026-01-19
647,506,学科竞赛一等奖,区级,2025-12-23
648,507,运动会冠军,校级,2025-09-27
649,510,英语演讲比赛三等奖,校级,2025-09-28
650,512,运动会冠军,校级,2025-10-17
651,512,学科竞赛一等奖,市级,2026-06-02
652,513,艺术节金奖,市级,2026-01-10
653,515,优秀志愿者,校级,2026-05-03
654,518,艺术节金奖,市级,2026-05-06
655,519,艺术节金奖,省级,2026-03-16
656,520,学科竞赛一等奖,省级,2026-03-24
657,523,英语演讲比赛三等奖,省级,2026-05-26
658,524,优秀志愿者,区级,2026-06-09
659,524,作文比赛二等奖,省级,2025-12-09
660,527,学科竞赛一等奖,区级,2026-06-22
661,527,艺术节金奖,市级,2025-09-24
662,527,学科竞赛一等奖,市级,2026-05-10
663,531,英语演讲比赛三等奖,区级,2026-01-18
664,532,科技节创新奖,市级,2025-11-06
665,533,科技节创新奖,区级,2025-11-21
666,533,学科竞赛一等奖,区级,2026-04-02
667,534,艺术节金奖,市级,2026-03-24
668,535,运动会冠军,校级,2026-03-03
669,537,优秀志愿者,市级,2026-01-19
670,537,艺术节金奖,校级,2026-01-17
671,538,运动会冠军,区级,2026-04-11
672,540,科技节创新奖,校级,2026-06-27
673,544,优秀志愿者,校级,2026-06-21
674,546,学科竞赛一等奖,区级,2025-11-23
675,546,运动会冠军,区级,2025-09-02
676,547,艺术节金奖,区级,2025-10-15
677,547,学科竞赛一等奖,校级,2026-05-26
678,549,运动会冠军,市级,2026-04-08
679,549,优秀志愿者,校级,2025-12-25
680,551,英语演讲比赛三等奖,区级,2025-11-02
681,552,作文比赛二等奖,区级,2025-09-27
682,552,英语演讲比赛三等奖,校级,2026-02-17
683,556,艺术节金奖,区级,2025-11-30
684,556,英语演讲比赛三等奖,区级,2026-03-09
685,558,学科竞赛一等奖,校级,2025-09-27
686,559,运动会冠军,校级,2026-05-14
687,563,运动会冠军,市级,2026-03-10
688,563,科技节创新奖,市级,2026-01-02
689,564,优秀志愿者,市级,2026-05-02
690,565,学科竞赛一等奖,校级,2025-12-06
691,566,科技节创新奖,省级,2025-12-17
692,566,科技节创新奖,区级,2025-09-19
693,567,作文比赛二等奖,市级,2025-12-16
694,568,科技节创新奖,市级,2025-11-10
695,569,作文比赛二等奖,区级,2025-12-13
696,571,作文比赛二等奖,省级,2025-09-30
697,573,艺术节金奖,市级,2026-06-03
698,573,科技节创新奖,省级,2026-02-22
699,574,艺术节金奖,校级,2026-03-25
700,575,作文比赛二等奖,市级,2026-07-01
701,578,优秀志愿者,校级,2025-10-27
702,578,艺术节金奖,校级,2025-10-04
703,579,优秀志愿者,区级,2026-07-02
704,582,优秀志愿者,市级,2025-09-06
705,583,优秀志愿者,市级,2026-05-08
706,583,学科竞赛一等奖,省级,2026-04-04
707,585,英语演讲比赛三等奖,省级,2026-05-17
708,589,作文比赛二等奖,省级,2025-12-22
709,589,艺术节金奖,市级,2026-04-01
710,593,科技节创新奖,省级,2025-12-06
711,593,运动会冠军,区级,2026-06-07
712,595,作文比赛二等奖,省级,2025-11-07
713,595,英语演讲比赛三等奖,省级,2026-05-10
714,596,学科竞赛一等奖,市级,2026-05-02
715,601,科技节创新奖,区级,2026-03-04
716,601,作文比赛二等奖,区级,2025-11-28
717,603,艺术节金奖,区级,2025-12-02
718,606,优秀志愿者,校级,2026-06-24
719,607,科技节创新奖,区级,2026-01-05
720,610,艺术节金奖,区级,2025-11-03
721,615,学科竞赛一等奖,省级,2025-10-20
722,620,英语演讲比赛三等奖,校级,2026-04-05
723,620,学科竞赛一等奖,校级,2025-11-11
724,622,优秀志愿者,区级,2025-12-09
725,622,优秀志愿者,省级,2025-12-31
726,625,优秀志愿者,校级,2025-09-16
727,625,学科竞赛一等奖,区级,2025-09-10
728,626,作文比赛二等奖,校级,2025-12-12
729,626,优秀志愿者,校级,2025-10-02
730,627,优秀志愿者,校级,2025-09-11
731,627,运动会冠军,省级,2026-03-26
732,629,英语演讲比赛三等奖,校级,2025-11-07
733,631,学科竞赛一等奖,区级,2025-10-13
734,632,运动会冠军,省级,2026-02-22
735,633,科技节创新奖,省级,2026-03-26
736,633,英语演讲比赛三等奖,区级,2026-01-09
737,634,英语演讲比赛三等奖,市级,2025-10-02
738,636,艺术节金奖,市级,2025-11-13
739,638,艺术节金奖,市级,2026-01-05
740,640,科技节创新奖,校级,2025-12-03
741,640,科技节创新奖,省级,2025-11-15
742,643,运动会冠军,区级,2025-09-25
743,643,科技节创新奖,校级,2026-06-13
744,646,优秀志愿者,区级,2026-01-12
745,647,运动会冠军,校级,2025-09-24
746,649,英语演讲比赛三等奖,市级,2025-12-04
747,649,艺术节金奖,区级,2026-05-15
748,650,学科竞赛一等奖,市级,2026-06-11
749,650,英语演讲比赛三等奖,省级,2026-02-23
750,653,作文比赛二等奖,校级,2026-06-28
751,654,优秀志愿者,区级,2026-02-18
752,654,学科竞赛一等奖,区级,2026-05-13
753,656,作文比赛二等奖,省级,2025-09-09
754,656,艺术节金奖,省级,2026-07-05
755,657,科技节创新奖,市级,2026-05-21
756,658,优秀志愿者,区级,2026-07-02
757,659,学科竞赛一等奖,校级,2026-04-26
758,660,艺术节金奖,市级,2026-01-07
759,660,作文比赛二等奖,省级,2026-06-30
760,661,运动会冠军,市级,2026-03-28
761,661,优秀志愿者,校级,2025-12-29
762,663,学科竞赛一等奖,市级,2025-10-30
763,664,运动会冠军,区级,2026-06-24
764,667,科技节创新奖,市级,2026-06-30
765,667,英语演讲比赛三等奖,市级,2025-09-28
766,670,科技节创新奖,市级,2025-12-27
767,670,科技节创新奖,区级,2025-10-02
768,675,作文比赛二等奖,市级,2025-09-14
769,678,运动会冠军,区级,2026-07-01
770,678,优秀志愿者,市级,2026-04-28
771,682,学科竞赛一等奖,市级,2026-06-25
772,683,学科竞赛一等奖,校级,2026-06-16
773,683,优秀志愿者,省级,2025-10-24
774,683,运动会冠军,区级,2026-03-17
775,686,作文比赛二等奖,区级,2025-12-25
776,687,运动会冠军,区级,2026-02-23
777,688,作文比赛二等奖,省级,2025-12-28
778,689,优秀志愿者,省级,2026-03-20
779,690,作文比赛二等奖,校级,2026-05-01
780,693,艺术节金奖,市级,2025-10-24
781,695,艺术节金奖,省级,2025-10-16
782,695,艺术节金奖,区级,2026-05-14
783,696,科技节创新奖,校级,2025-12-30
784,696,优秀志愿者,区级,2026-01-12
785,699,运动会冠军,校级,2025-10-26
786,700,作文比赛二等奖,区级,2026-04-10
787,702,运动会冠军,校级,2026-06-15
788,704,学科竞赛一等奖,省级,2025-12-26
789,705,艺术节金奖,市级,2025-10-30
790,706,优秀志愿者,市级,2025-10-15
791,709,学科竞赛一等奖,校级,2026-04-08
792,713,运动会冠军,市级,2025-12-02
793,714,作文比赛二等奖,市级,2026-04-22
794,717,科技节创新奖,市级,2025-12-02
795,720,优秀志愿者,校级,2026-06-24
796,722,优秀志愿者,省级,2025-10-14
797,724,作文比赛二等奖,校级,2026-05-15
798,726,艺术节金奖,省级,2025-09-14
799,729,艺术节金奖,校级,2026-05-20
800,731,优秀志愿者,省级,2025-11-07
801,737,英语演讲比赛三等奖,校级,2026-01-08
802,742,学科竞赛一等奖,校级,2025-09-11
803,742,运动会冠军,省级,2025-12-03
804,742,艺术节金奖,校级,2026-03-18
805,751,科技节创新奖,市级,2025-09-30
806,758,学科竞赛一等奖,校级,2025-10-19
807,760,艺术节金奖,市级,2026-05-14
808,760,运动会冠军,省级,2026-01-01
809,761,运动会冠军,市级,2025-12-19
810,764,优秀志愿者,市级,2026-05-09
811,764,科技节创新奖,市级,2026-04-22
812,775,作文比赛二等奖,区级,2026-06-23
813,777,作文比赛二等奖,省级,2025-11-21
814,783,学科竞赛一等奖,区级,2026-04-07
815,785,科技节创新奖,区级,2026-06-21
816,788,作文比赛二等奖,省级,2026-06-19
817,789,学科竞赛一等奖,省级,2025-11-06
818,792,优秀志愿者,校级,2025-11-14
819,792,学科竞赛一等奖,省级,2025-12-09
820,793,艺术节金奖,省级,2026-01-13
821,800,艺术节金奖,省级,2026-05-29
822,801,作文比赛二等奖,市级,2026-01-17
823,802,运动会冠军,省级,2025-12-02
824,802,运动会冠军,市级,2026-03-19
825,802,作文比赛二等奖,省级,2026-05-30
826,803,学科竞赛一等奖,市级,2026-05-27
827,803,优秀志愿者,区级,2026-05-31
828,805,优秀志愿者,校级,2026-06-01
829,807,艺术节金奖,区级,2025-09-14
830,815,艺术节金奖,省级,2025-11-23
831,820,运动会冠军,市级,2026-06-24
832,824,优秀志愿者,校级,2025-11-15
833,825,作文比赛二等奖,区级,2025-09-17
834,826,优秀志愿者,省级,2025-12-05
835,827,科技节创新奖,区级,2025-12-16
836,830,作文比赛二等奖,省级,2025-10-23
837,831,优秀志愿者,校级,2026-02-21
838,831,科技节创新奖,校级,2026-06-12
839,835,英语演讲比赛三等奖,市级,2026-02-18
840,836,优秀志愿者,区级,2025-09-25
841,839,运动会冠军,校级,2026-02-23
842,842,艺术节金奖,区级,2026-04-27
843,843,学科竞赛一等奖,市级,2026-04-01
844,845,英语演讲比赛三等奖,市级,2025-12-28
845,846,学科竞赛一等奖,省级,2026-03-20
846,849,科技节创新奖,区级,2026-04-20
847,853,作文比赛二等奖,省级,2026-04-29
848,856,学科竞赛一等奖,市级,2026-05-18
849,858,学科竞赛一等奖,区级,2025-12-10
850,858,英语演讲比赛三等奖,市级,2025-12-26
851,860,优秀志愿者,校级,2026-04-01
852,862,作文比赛二等奖,区级,2026-04-22
853,862,作文比赛二等奖,省级,2025-10-15
854,863,学科竞赛一等奖,区级,2025-12-21
855,867,英语演讲比赛三等奖,市级,2025-11-24
856,869,英语演讲比赛三等奖,市级,2025-12-23
857,872,英语演讲比赛三等奖,市级,2026-06-08
858,880,英语演讲比赛三等奖,市级,2025-10-13
859,880,科技节创新奖,市级,2026-04-17
860,880,学科竞赛一等奖,区级,2025-09-30
861,881,作文比赛二等奖,区级,2025-09-19
862,883,作文比赛二等奖,区级,2025-10-06
863,885,作文比赛二等奖,校级,2026-04-07
864,887,优秀志愿者,市级,2026-03-31
865,888,科技节创新奖,校级,2025-10-07
866,890,科技节创新奖,校级,2026-03-21
867,891,运动会冠军,市级,2025-09-06
868,899,作文比赛二等奖,区级,2026-05-11
869,900,科技节创新奖,校级,2026-06-09
870,900,运动会冠军,市级,2025-10-18
871,902,艺术节金奖,校级,2026-03-24
872,903,科技节创新奖,区级,2025-10-08
873,905,艺术节金奖,市级,2026-04-24
874,905,作文比赛二等奖,省级,2026-03-22
875,906,作文比赛二等奖,市级,2025-12-16
876,906,学科竞赛一等奖,校级,2026-04-14
877,912,艺术节金奖,省级,2026-06-01
878,912,艺术节金奖,校级,2026-06-28
879,913,艺术节金奖,省级,2026-03-18
880,915,英语演讲比赛三等奖,区级,2025-10-14
881,918,运动会冠军,校级,2025-10-11
882,920,英语演讲比赛三等奖,区级,2026-02-21
883,920,学科竞赛一等奖,校级,2025-09-14
884,934,英语演讲比赛三等奖,区级,2026-04-29
885,935,运动会冠军,校级,2026-06-26
886,937,艺术节金奖,校级,2026-04-01
887,938,作文比赛二等奖,省级,2026-06-29
888,941,科技节创新奖,区级,2026-04-03
889,942,运动会冠军,区级,2025-11-19
890,943,学科竞赛一等奖,校级,2026-04-04
891,946,学科竞赛一等奖,校级,2026-03-13
892,948,科技节创新奖,校级,2025-10-12
893,951,英语演讲比赛三等奖,市级,2026-04-13
894,955,运动会冠军,区级,2025-11-11
895,956,优秀志愿者,校级,2026-06-14
896,959,运动会冠军,校级,2026-04-04
897,960,艺术节金奖,校级,2026-05-01
898,964,学科竞赛一等奖,区级,2026-03-23
899,965,英语演讲比赛三等奖,省级,2025-09-03
900,971,英语演讲比赛三等奖,市级,2026-04-07
901,971,英语演讲比赛三等奖,校级,2026-05-08
902,973,艺术节金奖,市级,2026-05-17
903,975,英语演讲比赛三等奖,区级,2026-05-12
904,975,学科竞赛一等奖,区级,2025-10-20
905,976,科技节创新奖,市级,2026-03-05
906,977,科技节创新奖,区级,2025-12-25
907,977,艺术节金奖,省级,2025-10-18
908,978,英语演讲比赛三等奖,区级,2025-12-24
909,980,艺术节金奖,市级,2026-06-05
910,981,优秀志愿者,省级,2026-05-09
911,984,学科竞赛一等奖,校级,2025-12-18
912,986,科技节创新奖,省级,2026-05-17
913,986,学科竞赛一等奖,市级,2025-11-24
914,987,学科竞赛一等奖,校级,2025-09-24
915,987,运动会冠军,校级,2026-02-19
916,988,科技节创新奖,省级,2025-09-16
917,989,艺术节金奖,省级,2025-11-03
918,989,英语演讲比赛三等奖,校级,2025-10-23
919,989,艺术节金奖,区级,2025-11-19
920,990,学科竞赛一等奖,区级,2025-09-12
921,991,优秀志愿者,省级,2026-03-26
922,994,作文比赛二等奖,省级,2026-04-25
923,999,作文比赛二等奖,区级,2025-12-07
924,1002,科技节创新奖,市级,2025-09-08
925,1003,英语演讲比赛三等奖,区级,2026-01-13
926,1006,科技节创新奖,省级,2025-09-23
927,1010,运动会冠军,校级,2025-09-18
928,1011,艺术节金奖,校级,2026-03-24
929,1013,学科竞赛一等奖,区级,2026-02-19
930,1020,科技节创新奖,省级,2025-09-09
931,1024,运动会冠军,校级,2026-04-07
932,1025,艺术节金奖,区级,2026-04-02
933,1027,作文比赛二等奖,区级,2025-10-13
934,1027,英语演讲比赛三等奖,市级,2025-11-22
935,1030,运动会冠军,省级,2026-02-23
936,1031,艺术节金奖,校级,2025-09-07
937,1034,科技节创新奖,区级,2025-10-30
938,1034,科技节创新奖,市级,2026-04-06
939,1035,运动会冠军,校级,2025-11-04
940,1036,作文比赛二等奖,校级,2026-06-20
941,1038,优秀志愿者,校级,2025-11-14
942,1044,英语演讲比赛三等奖,区级,2026-04-18
943,1045,学科竞赛一等奖,区级,2026-05-21
944,1045,运动会冠军,校级,2026-06-17
945,1047,学科竞赛一等奖,区级,2026-03-15
946,1049,科技节创新奖,区级,2025-12-25
