id,student_id,type,hours,date,semester
1192,89,社团,3.5,2025-11-19,初一上
1193,89,社团,0.9,2026-04-22,初一下
1194,89,体育,8.1,2025-10-23,初一上
1195,89,体育,1.0,2026-05-05,初一下
1196,89,社团,1.4,2025-09-27,初一上
1197,89,社团,3.9,2025-12-15,初一上
1198,89,阅读,2.0,2026-03-04,初一下
1199,89,社团,3.8,2025-09-06,初一上
1200,89,阅读,2.0,2026-05-28,初一下
1201,89,阅读,1.0,2025-09-17,初一上
1202,89,体育,1.3,2025-11-14,初一上
1203,89,体育,1.3,2025-10-22,初一上
1204,89,阅读,0.8,2025-10-31,初一上
1205,90,社团,1.1,2026-03-21,初一下
1206,90,实践,5.6,2026-01-04,初一上
1207,90,社团,0.7,2026-03-07,初一下
1208,90,体育,3.5,2026-06-12,初一下
1209,90,体育,2.6,2026-06-04,初一下
1210,90,社团,4.3,2026-06-08,初一下
1211,90,实践,2.9,2026-03-04,初一下
1212,90,体育,4.0,2026-01-07,初一上
1213,90,阅读,0.6,2026-06-14,初一下
1214,90,阅读,1.3,2025-10-03,初一上
1215,90,阅读,4.5,2026-01-16,初一上
1216,90,社团,0.9,2026-01-15,初一上
1217,90,实践,0.8,2025-12-26,初一上
1218,91,阅读,5.4,2026-01-06,初一上
1219,91,体育,1.1,2026-05-06,初一下
1220,91,体育,1.1,2025-11-03,初一上
1221,91,社团,1.9,2025-11-29,初一上
1222,91,体育,2.0,2026-05-08,初一下
1223,91,社团,3.9,2026-04-06,初一下
1224,91,阅读,0.6,2026-01-17,初一上
1225,91,体育,2.6,2026-04-18,初一下
1226,91,阅读,1.6,2026-03-23,初一下
1227,91,社团,2.1,2025-12-02,初一上
1228,91,社团,1.6,2026-05-05,初一下
1229,91,实践,2.7,2025-10-31,初一上
1230,91,阅读,2.7,2025-12-24,初一上
1231,91,实践,4.0,2025-11-20,初一上
1232,91,实践,4.7,2026-02-23,初一下
1233,91,体育,0.9,2026-04-15,初一下
1234,91,体育,6.8,2026-06-03,初一下
1235,91,阅读,1.8,2026-02-18,初一下
1236,92,实践,2.3,2026-05-13,初一下
1237,92,阅读,2.2,2025-11-21,初一上
1238,92,实践,3.5,2026-04-29,初一下
1239,92,体育,2.2,2025-12-25,初一上
1240,92,社团,3.1,2026-06-12,初一下
1241,92,社团,1.2,2026-06-24,初一下
1242,92,阅读,3.6,2025-10-05,初一上
1243,92,体育,1.6,2025-09-09,初一上
1244,92,阅读,1.0,2025-12-26,初一上
1245,92,体育,2.5,2025-09-03,初一上
1246,93,体育,0.8,2026-03-12,初一下
1247,93,实践,5.5,2025-11-19,初一上
1248,93,体育,3.7,2026-05-31,初一下
1249,93,实践,0.8,2026-03-08,初一下
1250,93,体育,1.2,2026-04-22,初一下
1251,93,体育,1.2,2026-03-26,初一下
1252,93,体育,0.7,2026-03-20,初一下
1253,93,社团,2.3,2026-05-03,初一下
1254,93,阅读,2.6,2026-03-03,初一下
1255,93,社团,1.1,2026-07-06,初一下
1256,93,社团,1.6,2026-06-16,初一下
1257,93,阅读,2.2,2025-09-30,初一上
1258,94,实践,2.5,2026-04-14,初一下
1259,94,社团,5.1,2025-12-28,初一上
1260,94,社团,2.3,2025-10-05,初一上
1261,94,体育,2.1,2026-05-23,初一下
1262,94,体育,1.7,2026-07-01,初一下
1263,94,体育,0.9,2026-04-22,初一下
1264,94,实践,2.1,2025-10-25,初一上
1265,94,阅读,2.2,2025-11-06,初一上
1266,95,社团,1.9,2025-11-12,初一上
1267,95,体育,7.0,2025-09-27,初一上
1268,95,社团,0.7,2025-09-16,初一上
1269,95,阅读,2.9,2026-01-09,初一上
1270,95,实践,1.6,2026-04-30,初一下
1271,95,社团,3.5,2025-10-05,初一上
1272,95,阅读,1.0,2025-09-22,初一上
1273,95,体育,1.6,2026-05-18,初一下
1274,95,社团,3.2,2026-05-22,初一下
1275,95,阅读,0.5,2026-01-09,初一上
1276,95,体育,4.7,2025-10-13,初一上
1277,96,社团,0.6,2026-04-10,初一下
1278,96,体育,0.9,2026-03-23,初一下
1279,96,实践,2.7,2026-03-11,初一下
1280,96,体育,0.5,2025-10-23,初一上
1281,96,体育,1.6,2025-09-19,初一上
1282,96,体育,0.9,2026-04-23,初一下
1283,96,实践,2.2,2025-09-18,初一上
1284,96,体育,0.9,2025-09-07,初一上
1285,96,阅读,0.7,2025-09-08,初一上
1286,96,体育,0.7,2026-02-18,初一下
1287,96,实践,3.4,2026-03-14,初一下
1288,96,实践,2.1,2025-12-12,初一上
1289,96,社团,1.2,2025-09-14,初一上
1290,96,体育,0.9,2025-12-02,初一上
1291,96,实践,1.6,2025-10-16,初一上
1292,97,实践,5.0,2025-11-07,初一上
1293,97,体育,3.1,2025-11-20,初一上
1294,97,体育,1.6,2026-03-18,初一下
1295,97,实践,1.2,2025-12-14,初一上
1296,97,实践,4.5,2025-11-20,初一上
1297,97,社团,1.1,2026-04-26,初一下
1298,97,实践,0.7,2025-12-15,初一上
1299,97,体育,2.4,2026-01-15,初一上
1300,97,实践,2.0,2026-05-11,初一下
1301,98,体育,1.1,2026-02-24,初一下
1302,98,实践,0.9,2025-10-20,初一上
1303,98,实践,1.6,2025-10-20,初一上
1304,98,体育,1.6,2026-05-21,初一下
1305,98,实践,2.4,2025-11-29,初一上
1306,98,社团,1.2,2025-10-23,初一上
1307,98,体育,1.0,2026-03-31,初一下
1308,98,阅读,0.9,2025-11-26,初一上
1309,98,社团,1.9,2026-01-05,初一上
1310,98,社团,1.0,2026-02-27,初一下
1311,98,体育,0.8,2026-06-26,初一下
1312,98,阅读,10.2,2025-12-25,初一上
1313,98,实践,0.7,2025-12-02,初一上
1314,99,实践,5.9,2025-09-09,初一上
1315,99,实践,1.5,2026-06-05,初一下
1316,99,实践,1.0,2026-03-01,初一下
1317,99,社团,1.5,2025-12-21,初一上
1318,99,体育,3.5,2025-12-08,初一上
1319,99,阅读,4.3,2025-12-09,初一上
1320,99,社团,1.7,2026-07-05,初一下
1321,99,社团,3.6,2026-03-20,初一下
1322,99,体育,2.0,2026-05-20,初一下
1323,99,实践,1.1,2026-04-10,初一下
1324,99,阅读,4.3,2026-06-14,初一下
1325,99,体育,1.8,2025-11-30,初一上
1326,100,实践,0.5,2025-10-07,初一上
1327,100,阅读,0.9,2026-06-15,初一下
1328,100,社团,0.8,2025-12-22,初一上
1329,100,阅读,1.3,2025-12-11,初一上
1330,100,体育,1.8,2025-12-02,初一上
1331,100,体育,0.6,2026-01-01,初一上
1332,100,实践,4.3,2026-04-08,初一下
1333,100,体育,5.4,2025-12-10,初一上
1334,100,体育,0.8,2025-10-26,初一上
1335,100,社团,0.9,2025-12-05,初一上
1336,100,实践,1.4,2025-10-30,初一上
1337,100,社团,1.3,2026-04-20,初一下
1338,100,体育,2.8,2026-04-25,初一下
1339,100,社团,5.4,2025-12-27,初一上
1340,100,体育,2.5,2026-03-27,初一下
1341,100,社团,0.8,2025-12-19,初一上
1342,100,阅读,2.9,2026-01-06,初一上
1343,100,实践,3.3,2026-06-02,初一下
1344,101,体育,2.4,2026-04-30,初一下
1345,101,实践,3.2,2025-12-22,初一上
1346,101,阅读,1.3,2026-01-14,初一上
1347,101,阅读,0.8,2025-10-04,初一上
1348,101,社团,4.4,2025-11-11,初一上
1349,101,阅读,1.6,2025-10-12,初一上
1350,101,实践,1.1,2025-10-24,初一上
1351,101,阅读,0.8,2026-03-21,初一下
1352,101,实践,1.1,2026-05-26,初一下
1353,101,体育,4.8,2025-12-28,初一上
1354,101,阅读,1.3,2026-04-26,初一下
1355,101,阅读,2.2,2025-11-10,初一上
1356,102,体育,1.4,2025-09-05,初一上
1357,102,实践,3.9,2026-02-17,初一下
1358,102,体育,3.4,2025-10-04,初一上
1359,102,社团,1.0,2025-09-10,初一上
1360,102,体育,1.5,2026-05-01,初一下
1361,102,阅读,1.6,2026-05-18,初一下
1362,102,体育,5.9,2026-01-13,初一上
1363,102,体育,5.5,2025-12-23,初一上
1364,103,社团,0.9,2025-12-17,初一上
1365,103,实践,1.3,2025-09-21,初一上
1366,103,体育,0.6,2026-03-18,初一下
1367,103,阅读,2.0,2025-09-04,初一上
1368,103,体育,1.0,2025-12-07,初一上
1369,103,体育,1.8,2026-01-04,初一上
1370,103,实践,3.1,2026-03-30,初一下
1371,103,体育,0.6,2025-11-05,初一上
1372,103,阅读,1.2,2025-11-04,初一上
1373,103,实践,0.8,2026-05-24,初一下
1374,103,体育,1.3,2026-04-12,初一下
1375,103,实践,1.4,2026-03-05,初一下
1376,103,阅读,4.3,2026-05-18,初一下
1377,103,社团,1.0,2026-04-20,初一下
1378,104,实践,0.7,2026-03-01,初一下
1379,104,社团,0.7,2026-04-10,初一下
1380,104,体育,2.7,2025-12-29,初一上
1381,104,阅读,1.4,2026-04-15,初一下
1382,104,体育,5.4,2025-10-04,初一上
1383,104,阅读,1.4,2026-04-06,初一下
1384,104,体育,6.0,2026-03-09,初一下
1385,104,阅读,1.9,2026-06-28,初一下
1386,104,阅读,3.4,2026-03-01,初一下
1387,105,阅读,2.0,2025-12-30,初一上
1388,105,社团,1.2,2025-10-15,初一上
1389,105,实践,0.6,2026-01-01,初一上
1390,105,社团,0.6,2025-10-11,初一上
1391,105,阅读,0.9,2026-01-12,初一上
1392,105,实践,1.5,2026-05-15,初一下
1393,105,体育,1.5,2025-11-02,初一上
1394,105,体育,2.0,2026-06-01,初一下
1395,105,社团,0.9,2025-10-04,初一上
1396,105,体育,2.2,2025-10-24,初一上
1397,106,实践,4.8,2025-10-21,初一上
1398,106,实践,2.7,2025-10-21,初一上
1399,106,实践,3.7,2026-01-13,初一上
1400,106,实践,1.5,2025-12-21,初一上
1401,106,社团,2.3,2025-11-12,初一上
1402,106,社团,2.2,2025-12-29,初一上
1403,106,社团,2.6,2026-02-19,初一下
1404,106,社团,0.8,2025-11-11,初一上
1405,106,社团,1.1,2025-10-27,初一上
1406,107,体育,1.1,2026-02-17,初一下
1407,107,社团,0.6,2026-03-12,初一下
1408,107,社团,1.2,2026-05-12,初一下
1409,107,社团,0.6,2025-11-15,初一上
1410,107,体育,1.1,2026-04-02,初一下
1411,107,阅读,0.7,2025-12-10,初一上
1412,107,社团,0.6,2026-05-01,初一下
1413,107,体育,2.2,2026-03-20,初一下
1414,108,体育,0.6,2026-05-29,初一下
1415,108,社团,2.4,2025-09-28,初一上
1416,108,体育,2.8,2026-05-25,初一下
1417,108,社团,5.6,2026-04-06,初一下
1418,108,体育,0.5,2026-04-08,初一下
1419,108,实践,0.9,2026-03-15,初一下
1420,108,体育,1.9,2026-05-23,初一下
1421,108,体育,0.6,2026-04-22,初一下
1422,108,实践,1.5,2025-12-23,初一上
1423,108,体育,4.4,2026-06-26,初一下
1424,108,阅读,11.7,2026-07-02,初一下
1425,108,实践,3.7,2026-06-10,初一下
1426,108,体育,3.4,2026-03-07,初一下
1427,108,体育,3.2,2025-09-14,初一上
1428,108,实践,4.8,2026-06-07,初一下
1429,109,阅读,1.4,2025-12-20,初一上
1430,109,实践,3.1,2026-05-18,初一下
1431,109,体育,1.6,2025-11-06,初一上
1432,109,体育,1.9,2025-12-22,初一上
1433,109,社团,0.6,2025-11-09,初一上
1434,109,体育,0.7,2026-02-16,初一下
1435,109,阅读,0.9,2026-02-26,初一下
1436,109,社团,2.8,2026-04-08,初一下
1437,109,实践,0.9,2026-05-15,初一下
1438,109,体育,2.6,2026-01-09,初一上
1439,109,社团,1.7,2026-05-22,初一下
1440,109,体育,4.5,2026-04-02,初一下
1441,109,体育,1.5,2026-03-23,初一下
1442,109,阅读,1.3,2025-10-27,初一上
1443,109,实践,0.6,2025-12-30,初一上
1444,110,实践,1.8,2026-06-25,初一下
1445,110,实践,0.7,2026-03-17,初一下
1446,110,体育,2.4,2026-04-16,初一下
1447,110,社团,2.0,2025-11-18,初一上
1448,110,实践,3.2,2025-11-27,初一上
1449,110,实践,0.7,2026-05-24,初一下
1450,110,实践,2.2,2025-09-02,初一上
1451,110,体育,2.0,2025-11-25,初一上
1452,110,体育,3.2,2026-07-03,初一下
1453,110,体育,1.2,2025-12-14,初一上
1454,110,实践,2.8,2025-10-23,初一上
1455,111,体育,3.6,2026-06-07,初一下
1456,111,实践,0.9,2026-06-09,初一下
1457,111,体育,0.5,2026-02-23,初一下
1458,111,实践,1.3,2026-02-27,初一下
1459,111,体育,1.8,2026-02-27,初一下
1460,111,阅读,1.0,2026-01-06,初一上
1461,111,体育,0.7,2026-05-23,初一下
1462,111,体育,0.8,2025-11-11,初一上
1463,112,体育,2.2,2026-03-09,初一下
1464,112,社团,0.8,2026-04-18,初一下
1465,112,实践,2.8,2026-06-07,初一下
1466,112,实践,1.4,2025-09-21,初一上
1467,112,阅读,5.1,2026-06-18,初一下
1468,112,体育,1.3,2026-05-04,初一下
1469,112,实践,2.0,2025-11-23,初一上
1470,112,社团,0.5,2026-05-22,初一下
1471,112,体育,0.9,2026-06-05,初一下
1472,112,实践,2.2,2026-01-13,初一上
1473,112,体育,3.8,2025-11-14,初一上
1474,113,阅读,3.9,2025-10-23,初一上
1475,113,体育,0.9,2026-01-13,初一上
1476,113,体育,1.9,2025-10-02,初一上
1477,113,社团,0.6,2026-02-22,初一下
1478,113,社团,2.0,2025-12-28,初一上
1479,113,体育,0.6,2025-10-25,初一上
1480,113,体育,1.1,2025-09-02,初一上
1481,113,体育,5.1,2026-04-26,初一下
1482,113,阅读,1.0,2026-05-16,初一下
1483,113,社团,3.9,2026-06-12,初一下
1484,113,社团,5.6,2026-03-06,初一下
1485,113,社团,4.7,2026-04-25,初一下
1486,113,阅读,0.8,2025-12-28,初一上
1487,113,阅读,1.8,2026-05-26,初一下
1488,113,体育,1.2,2025-11-15,初一上
1489,113,阅读,0.6,2026-06-02,初一下
1490,114,阅读,1.7,2026-05-29,初一下
1491,114,体育,2.8,2026-06-19,初一下
1492,114,体育,4.0,2026-02-27,初一下
1493,114,体育,1.7,2026-03-20,初一下
1494,114,阅读,2.3,2026-01-07,初一上
1495,114,阅读,0.8,2026-03-23,初一下
1496,114,社团,0.8,2026-05-06,初一下
1497,114,阅读,2.7,2026-05-09,初一下
1498,114,社团,0.9,2025-09-19,初一上
1499,114,实践,1.9,2026-05-20,初一下
1500,114,阅读,2.4,2025-11-13,初一上
1501,114,社团,1.7,2026-07-01,初一下
1502,114,实践,8.5,2026-01-07,初一上
1503,114,实践,2.2,2026-03-24,初一下
1504,114,实践,3.1,2026-05-19,初一下
1505,114,阅读,0.7,2026-04-27,初一下
1506,115,体育,1.6,2026-01-13,初一上
1507,115,社团,4.4,2026-04-27,初一下
1508,115,阅读,2.3,2025-09-16,初一上
1509,115,阅读,1.4,2026-06-18,初一下
1510,115,阅读,1.5,2025-11-18,初一上
1511,115,社团,1.2,2026-06-06,初一下
1512,115,阅读,0.6,2025-09-10,初一上
1513,115,阅读,1.2,2025-10-12,初一上
1514,115,社团,3.1,2025-11-05,初一上
1515,115,实践,1.2,2025-09-15,初一上
1516,116,体育,3.2,2025-12-12,初一上
1517,116,阅读,0.8,2026-04-21,初一下
1518,116,实践,0.6,2026-05-14,初一下
1519,116,实践,1.3,2026-05-08,初一下
1520,116,体育,1.3,2026-03-22,初一下
1521,116,实践,2.8,2026-05-18,初一下
1522,116,实践,3.5,2025-12-10,初一上
1523,116,体育,0.6,2025-11-27,初一上
1524,116,体育,2.2,2025-11-10,初一上
1525,116,实践,0.5,2025-12-15,初一上
1526,116,体育,2.2,2026-04-21,初一下
1527,117,社团,2.4,2026-06-06,初一下
1528,117,实践,1.5,2025-10-23,初一上
1529,117,体育,0.7,2026-07-03,初一下
1530,117,体育,1.4,2026-04-21,初一下
1531,117,社团,2.0,2025-12-28,初一上
1532,117,阅读,2.9,2025-11-23,初一上
1533,117,社团,2.7,2026-02-27,初一下
1534,117,阅读,3.3,2025-09-29,初一上
1535,117,社团,1.0,2026-03-21,初一下
1536,117,实践,2.0,2026-06-04,初一下
1537,117,阅读,1.0,2026-06-16,初一下
1538,117,体育,1.1,2026-03-31,初一下
1539,117,实践,1.6,2025-12-10,初一上
1540,118,实践,0.9,2025-09-15,初一上
1541,118,体育,1.4,2026-03-20,初一下
1542,118,社团,1.1,2025-10-19,初一上
1543,118,实践,0.7,2026-03-28,初一下
1544,118,实践,0.9,2025-10-03,初一上
1545,118,社团,2.1,2025-12-03,初一上
1546,118,阅读,0.8,2025-09-11,初一上
1547,118,体育,1.2,2026-05-17,初一下
1548,118,社团,2.4,2026-03-31,初一下
1549,118,阅读,1.2,2026-04-26,初一下
1550,118,阅读,0.8,2026-04-03,初一下
1551,118,实践,1.7,2025-09-10,初一上
1552,118,体育,2.2,2025-12-10,初一上
1553,118,实践,2.3,2026-06-04,初一下
1554,118,体育,5.3,2026-04-12,初一下
1555,118,实践,0.5,2025-10-25,初一上
1556,118,实践,3.8,2026-02-25,初一下
1557,118,社团,1.2,2025-11-13,初一上
1558,119,阅读,3.2,2026-03-04,初一下
1559,119,社团,4.6,2026-03-28,初一下
1560,119,体育,1.6,2025-10-07,初一上
1561,119,阅读,2.6,2026-07-01,初一下
1562,119,体育,2.5,2026-04-05,初一下
1563,119,体育,0.9,2026-02-28,初一下
1564,119,体育,0.5,2026-04-28,初一下
1565,119,阅读,4.7,2026-02-19,初一下
1566,119,体育,0.9,2025-11-03,初一上
1567,119,实践,0.9,2026-01-10,初一上
1568,119,阅读,3.2,2025-12-29,初一上
1569,120,体育,5.4,2025-10-31,初一上
1570,120,体育,2.4,2026-04-18,初一下
1571,120,体育,0.8,2026-01-04,初一上
1572,120,实践,1.2,2026-04-13,初一下
1573,120,体育,3.4,2026-06-07,初一下
1574,120,实践,1.3,2026-05-14,初一下
1575,120,体育,3.0,2026-06-08,初一下
1576,120,社团,4.0,2026-03-04,初一下
1577,121,体育,0.6,2025-11-08,初一上
1578,121,社团,0.5,2025-12-28,初一上
1579,121,实践,0.8,2025-10-06,初一上
1580,121,体育,0.7,2025-11-28,初一上
1581,121,体育,1.4,2025-09-26,初一上
1582,121,实践,3.1,2025-11-05,初一上
1583,121,体育,1.1,2025-11-03,初一上
1584,121,实践,0.8,2025-12-21,初一上
1585,121,体育,1.0,2025-12-30,初一上
1586,121,社团,1.1,2026-06-25,初一下
1587,121,社团,1.3,2025-11-13,初一上
1588,121,体育,1.0,2026-06-17,初一下
1589,121,阅读,1.2,2025-10-26,初一上
1590,121,阅读,1.2,2025-10-04,初一上
1591,121,实践,0.6,2025-10-27,初一上
1592,122,实践,2.8,2025-10-16,初一上
1593,122,阅读,0.7,2025-12-10,初一上
1594,122,体育,0.8,2026-03-10,初一下
1595,122,实践,2.0,2025-09-01,初一上
1596,122,体育,2.0,2026-04-21,初一下
1597,122,体育,2.6,2025-12-10,初一上
1598,122,阅读,2.5,2026-04-12,初一下
1599,122,社团,5.5,2026-04-25,初一下
1600,122,社团,1.5,2026-04-21,初一下
1601,122,实践,4.4,2025-10-12,初一上
1602,122,实践,2.1,2026-03-11,初一下
1603,122,实践,1.8,2026-03-25,初一下
1604,122,体育,0.6,2025-09-02,初一上
1605,122,阅读,0.8,2025-12-28,初一上
1606,122,社团,2.3,2025-10-13,初一上
1607,123,社团,2.8,2025-09-11,初一上
1608,123,社团,1.7,2025-09-12,初一上
1609,123,体育,1.2,2025-09-16,初一上
1610,123,社团,4.3,2026-04-11,初一下
1611,123,体育,5.3,2025-11-27,初一上
1612,123,阅读,0.7,2026-06-17,初一下
1613,123,实践,2.4,2026-05-11,初一下
1614,123,实践,2.9,2026-05-30,初一下
1615,123,实践,0.9,2026-06-01,初一下
1616,123,体育,1.5,2026-01-01,初一上
1617,123,社团,2.7,2025-11-19,初一上
1618,123,体育,3.8,2026-02-23,初一下
1619,123,实践,4.5,2025-11-14,初一上
1620,123,体育,0.6,2026-06-03,初一下
1621,123,实践,0.6,2025-10-27,初一上
1622,124,阅读,0.8,2026-06-01,初一下
1623,124,实践,1.1,2025-11-25,初一上
1624,124,社团,1.5,2025-12-29,初一上
1625,124,实践,0.9,2026-06-22,初一下
1626,124,实践,2.5,2025-11-20,初一上
1627,124,社团,3.2,2026-01-10,初一上
1628,124,实践,2.2,2026-03-15,初一下
1629,124,体育,0.8,2026-05-28,初一下
1630,124,实践,0.8,2026-05-18,初一下
1631,124,体育,1.4,2026-05-31,初一下
1632,125,实践,1.6,2025-09-23,初一上
1633,125,体育,1.0,2025-10-11,初一上
1634,125,实践,1.3,2025-10-03,初一上
1635,125,阅读,1.8,2026-03-11,初一下
1636,125,实践,1.2,2026-05-13,初一下
1637,125,实践,5.6,2026-06-18,初一下
1638,125,阅读,4.6,2026-04-07,初一下
1639,125,社团,1.2,2026-03-21,初一下
1640,125,体育,2.7,2026-01-03,初一上
1641,125,体育,0.9,2026-06-01,初一下
1642,125,实践,2.5,2025-11-09,初一上
1643,125,阅读,2.4,2025-11-12,初一上
1644,125,社团,0.9,2025-12-19,初一上
1645,126,体育,2.6,2025-11-19,初一上
1646,126,体育,0.5,2025-10-10,初一上
1647,126,实践,2.3,2025-12-04,初一上
1648,126,体育,0.7,2025-09-23,初一上
1649,126,体育,1.2,2026-05-27,初一下
1650,126,实践,0.8,2025-11-06,初一上
1651,126,体育,0.8,2025-12-27,初一上
1652,126,阅读,1.5,2026-05-11,初一下
1653,126,体育,4.7,2025-09-14,初一上
1654,126,体育,1.7,2026-07-03,初一下
1655,126,实践,1.0,2025-11-15,初一上
1656,126,社团,3.7,2026-05-30,初一下
1657,127,阅读,1.2,2026-04-10,初一下
1658,127,体育,0.6,2026-06-25,初一下
1659,127,实践,2.5,2025-12-01,初一上
1660,127,社团,0.8,2026-01-14,初一上
1661,127,体育,2.7,2026-05-12,初一下
1662,127,体育,2.7,2025-11-25,初一上
1663,127,社团,1.7,2026-03-30,初一下
1664,127,社团,1.8,2026-04-04,初一下
1665,127,阅读,1.1,2026-05-24,初一下
1666,127,阅读,0.6,2025-10-24,初一上
1667,127,体育,0.6,2025-11-23,初一上
1668,127,实践,1.0,2026-03-28,初一下
1669,127,实践,1.1,2026-04-19,初一下
1670,127,阅读,5.1,2026-06-01,初一下
1671,127,阅读,7.8,2025-12-31,初一上
1672,128,阅读,0.6,2026-06-02,初一下
1673,128,体育,0.9,2026-03-14,初一下
1674,128,体育,0.5,2025-11-30,初一上
1675,128,实践,1.9,2025-11-16,初一上
1676,128,阅读,2.4,2026-03-10,初一下
1677,128,体育,0.9,2025-12-06,初一上
1678,128,体育,0.7,2026-03-31,初一下
1679,128,实践,0.6,2026-06-29,初一下
1680,129,实践,2.2,2026-06-02,初一下
1681,129,实践,1.4,2025-10-29,初一上
1682,129,阅读,3.0,2026-04-26,初一下
1683,129,体育,2.3,2026-01-17,初一上
1684,129,实践,2.3,2025-10-31,初一上
1685,129,阅读,1.6,2026-01-18,初一上
1686,129,实践,2.5,2026-01-18,初一上
1687,129,实践,2.0,2025-10-02,初一上
1688,129,实践,1.0,2026-04-05,初一下
1689,129,阅读,5.6,2026-06-16,初一下
1690,129,实践,1.9,2026-03-05,初一下
1691,129,阅读,4.4,2025-10-23,初一上
1692,129,实践,5.4,2026-06-22,初一下
1693,129,社团,1.1,2025-09-01,初一上
1694,129,社团,3.9,2025-10-11,初一上
1695,129,社团,1.4,2025-09-08,初一上
1696,130,社团,3.9,2025-11-02,初一上
1697,130,体育,2.0,2026-04-12,初一下
1698,130,实践,1.0,2025-11-14,初一上
1699,130,体育,3.8,2025-10-16,初一上
1700,130,体育,2.8,2025-10-13,初一上
1701,130,体育,1.0,2026-02-27,初一下
1702,130,阅读,1.0,2025-11-02,初一上
1703,130,社团,3.4,2026-01-19,初一上
1704,130,体育,1.7,2026-06-19,初一下
1705,131,体育,1.1,2025-09-02,初一上
1706,131,体育,1.1,2025-09-27,初一上
1707,131,阅读,2.4,2025-12-28,初一上
1708,131,阅读,3.0,2026-05-14,初一下
1709,131,实践,1.9,2025-10-15,初一上
1710,131,实践,1.1,2026-05-06,初一下
1711,131,体育,1.4,2025-11-05,初一上
1712,131,实践,1.2,2026-01-09,初一上
1713,131,社团,1.9,2026-03-17,初一下
1714,131,体育,4.7,2026-03-06,初一下
1715,132,体育,2.0,2026-03-01,初一下
1716,132,社团,4.3,2025-10-31,初一上
1717,132,社团,5.9,2026-01-18,初一上
1718,132,体育,2.1,2025-11-12,初一上
1719,132,社团,1.5,2025-10-16,初一上
1720,132,阅读,5.5,2025-10-13,初一上
1721,132,实践,2.8,2025-12-07,初一上
1722,132,阅读,5.1,2025-09-07,初一上
1723,132,社团,1.9,2026-04-11,初一下
1724,132,体育,3.1,2025-11-07,初一上
1725,132,体育,0.8,2026-01-18,初一上
1726,132,实践,1.0,2025-10-06,初一上
1727,132,实践,4.2,2026-04-04,初一下
1728,133,社团,1.0,2025-09-26,初一上
1729,133,社团,1.2,2025-12-12,初一上
1730,133,阅读,2.3,2026-06-25,初一下
1731,133,体育,1.3,2025-09-29,初一上
1732,133,体育,4.1,2026-06-15,初一下
1733,133,体育,0.9,2026-03-22,初一下
1734,133,体育,1.8,2025-10-16,初一上
1735,133,社团,1.3,2026-03-12,初一下
1736,133,体育,1.5,2026-04-05,初一下
1737,133,体育,2.4,2026-04-22,初一下
1738,133,社团,1.5,2025-12-20,初一上
1739,133,实践,2.8,2026-04-16,初一下
1740,133,体育,0.7,2025-10-14,初一上
1741,133,实践,1.0,2025-09-11,初一上
1742,133,社团,3.6,2026-03-09,初一下
1743,134,阅读,0.9,2026-01-14,初一上
1744,134,实践,0.5,2026-06-24,初一下
1745,134,体育,1.4,2026-03-29,初一下
1746,134,阅读,1.1,2026-06-01,初一下
1747,134,体育,1.2,2026-06-10,初一下
1748,134,实践,1.2,2025-10-30,初一上
1749,134,体育,0.9,2026-06-25,初一下
1750,134,实践,2.8,2026-06-07,初一下
1751,134,体育,0.6,2026-06-21,初一下
1752,134,社团,1.6,2025-09-02,初一上
1753,134,实践,1.6,2025-09-07,初一上
1754,134,体育,0.6,2026-05-27,初一下
1755,134,体育,0.5,2026-05-02,初一下
1756,134,社团,1.6,2025-11-26,初一上
1757,134,实践,3.0,2025-11-22,初一上
1758,135,阅读,0.8,2025-10-04,初一上
1759,135,体育,0.6,2025-12-02,初一上
1760,135,社团,1.1,2025-09-24,初一上
1761,135,体育,1.3,2025-09-17,初一上
1762,135,体育,1.2,2025-11-05,初一上
1763,135,阅读,5.1,2025-12-19,初一上
1764,135,实践,0.6,2025-12-08,初一上
1765,135,体育,1.3,2025-09-19,初一上
1766,135,阅读,1.0,2025-12-03,初一上
1767,135,社团,1.4,2025-10-16,初一上
1768,135,阅读,1.1,2026-02-26,初一下
1769,135,体育,0.7,2026-05-07,初一下
1770,135,阅读,1.2,2025-09-17,初一上
1771,136,社团,3.1,2026-03-02,初一下
1772,136,阅读,1.5,2026-02-22,初一下
1773,136,体育,3.2,2026-05-03,初一下
1774,136,实践,1.3,2025-11-03,初一上
1775,136,实践,0.8,2025-09-16,初一上
1776,136,阅读,2.6,2025-09-26,初一上
1777,136,社团,3.0,2026-05-12,初一下
1778,136,阅读,2.3,2026-06-23,初一下
1779,136,体育,1.3,2026-06-14,初一下
1780,136,社团,2.5,2026-06-02,初一下
1781,136,实践,1.9,2025-11-26,初一上
1782,136,社团,2.9,2025-11-08,初一上
1783,136,社团,1.8,2026-02-23,初一下
1784,136,社团,3.7,2026-01-02,初一上
1785,136,社团,1.1,2025-10-10,初一上
1786,136,体育,2.5,2025-12-25,初一上
1787,136,阅读,1.2,2026-05-05,初一下
1788,136,体育,1.7,2026-03-07,初一下
1789,137,实践,1.4,2025-10-09,初一上
1790,137,社团,3.9,2025-11-30,初一上
1791,137,实践,4.1,2026-01-15,初一上
1792,137,体育,1.4,2026-06-30,初一下
1793,137,体育,1.4,2026-04-17,初一下
