id,student_id,subject,semester,dimension,score,grade
3552,89,美术,初一下,创作能力,66.3,B
3553,89,美术,初一下,审美感知,69.9,B
3554,89,美术,初一下,技法运用,63.2,B-
3555,89,美术,初一下,艺术表达,67.8,B
3556,89,信息技术,初一下,信息素养,89.3,A
3557,89,信息技术,初一下,编程能力,98.0,A+
3558,89,信息技术,初一下,操作技能,63.0,B-
3559,89,信息技术,初一下,创新应用,76.4,B+
3560,89,信息技术,初一下,数字素养,72.2,B
3561,90,音乐,初一上,音乐素养,71.5,B
3562,90,音乐,初一上,演唱演奏,80.4,A-
3563,90,音乐,初一上,节奏感知,81.6,A-
3564,90,音乐,初一上,欣赏能力,75.0,B+
3565,90,音乐,初一上,舞台表现,88.0,A
3566,90,体育,初一上,体能素质,61.5,B-
3567,90,体育,初一上,运动技能,58.8,C+
3568,90,体育,初一上,协调能力,60.7,B-
3569,90,体育,初一上,团队协作,62.7,B-
3570,90,体育,初一上,体育精神,75.3,B+
3571,90,美术,初一上,艺术素养,48.9,C
3572,90,美术,初一上,创作能力,51.5,C
3573,90,美术,初一上,审美感知,68.7,B
3574,90,美术,初一上,技法运用,64.2,B-
3575,90,美术,初一上,艺术表达,68.1,B
3576,90,信息技术,初一上,信息素养,69.2,B
3577,90,信息技术,初一上,编程能力,91.8,A
3578,90,信息技术,初一上,操作技能,55.7,C+
3579,90,信息技术,初一上,创新应用,55.7,C+
3580,90,信息技术,初一上,数字素养,62.8,B-
3581,90,音乐,初一下,音乐素养,78.6,B+
3582,90,音乐,初一下,演唱演奏,68.1,B
3583,90,音乐,初一下,节奏感知,83.6,A-
3584,90,音乐,初一下,欣赏能力,75.6,B+
3585,90,音乐,初一下,舞台表现,66.5,B
3586,90,体育,初一下,体能素质,74.0,B+
3587,90,体育,初一下,运动技能,71.1,B
3588,90,体育,初一下,协调能力,76.4,B+
3589,90,体育,初一下,团队协作,74.5,B+
3590,90,体育,初一下,体育精神,59.6,B-
3591,90,美术,初一下,艺术素养,86.5,A-
3592,90,美术,初一下,创作能力,66.3,B
3593,90,美术,初一下,审美感知,64.9,B-
3594,90,美术,初一下,技法运用,66.9,B
3595,90,美术,初一下,艺术表达,84.8,A-
3596,90,信息技术,初一下,信息素养,74.7,B+
3597,90,信息技术,初一下,编程能力,64.6,B-
3598,90,信息技术,初一下,操作技能,68.7,B
3599,90,信息技术,初一下,创新应用,66.3,B
3600,90,信息技术,初一下,数字素养,86.3,A-
3601,91,音乐,初一上,音乐素养,51.0,C
3602,91,音乐,初一上,演唱演奏,71.2,B
3603,91,音乐,初一上,节奏感知,58.0,C+
3604,91,音乐,初一上,欣赏能力,77.8,B+
3605,91,音乐,初一上,舞台表现,70.7,B
3606,91,体育,初一上,体能素质,82.4,A-
3607,91,体育,初一上,运动技能,81.2,A-
3608,91,体育,初一上,协调能力,72.7,B
3609,91,体育,初一上,团队协作,59.1,B-
3610,91,体育,初一上,体育精神,63.4,B-
3611,91,美术,初一上,艺术素养,81.5,A-
3612,91,美术,初一上,创作能力,77.0,B+
3613,91,美术,初一上,审美感知,76.0,B+
3614,91,美术,初一上,技法运用,75.8,B+
3615,91,美术,初一上,艺术表达,73.2,B+
3616,91,信息技术,初一上,信息素养,83.1,A-
3617,91,信息技术,初一上,编程能力,87.1,A
3618,91,信息技术,初一上,操作技能,82.6,A-
3619,91,信息技术,初一上,创新应用,62.0,B-
3620,91,信息技术,初一上,数字素养,72.2,B
3621,91,音乐,初一下,音乐素养,75.1,B+
3622,91,音乐,初一下,演唱演奏,95.0,A+
3623,91,音乐,初一下,节奏感知,71.9,B
3624,91,音乐,初一下,欣赏能力,93.1,A+
3625,91,音乐,初一下,舞台表现,63.3,B-
3626,91,体育,初一下,体能素质,67.9,B
3627,91,体育,初一下,运动技能,90.0,A
3628,91,体育,初一下,协调能力,90.1,A
3629,91,体育,初一下,团队协作,76.3,B+
3630,91,体育,初一下,体育精神,69.4,B
3631,91,美术,初一下,艺术素养,85.4,A-
3632,91,美术,初一下,创作能力,91.7,A
3633,91,美术,初一下,审美感知,85.8,A-
3634,91,美术,初一下,技法运用,71.0,B
3635,91,美术,初一下,艺术表达,78.7,B+
3636,91,信息技术,初一下,信息素养,86.3,A-
3637,91,信息技术,初一下,编程能力,68.4,B
3638,91,信息技术,初一下,操作技能,88.7,A
3639,91,信息技术,初一下,创新应用,98.0,A+
3640,91,信息技术,初一下,数字素养,61.0,B-
3641,92,音乐,初一上,音乐素养,82.7,A-
3642,92,音乐,初一上,演唱演奏,68.7,B
3643,92,音乐,初一上,节奏感知,66.1,B
3644,92,音乐,初一上,欣赏能力,53.8,C+
3645,92,音乐,初一上,舞台表现,75.1,B+
3646,92,体育,初一上,体能素质,74.4,B+
3647,92,体育,初一上,运动技能,75.4,B+
3648,92,体育,初一上,协调能力,93.8,A+
3649,92,体育,初一上,团队协作,85.9,A-
3650,92,体育,初一上,体育精神,88.9,A
3651,92,美术,初一上,艺术素养,98.0,A+
3652,92,美术,初一上,创作能力,83.1,A-
3653,92,美术,初一上,审美感知,87.6,A
3654,92,美术,初一上,技法运用,79.4,B+
3655,92,美术,初一上,艺术表达,92.1,A
3656,92,信息技术,初一上,信息素养,86.2,A-
3657,92,信息技术,初一上,编程能力,78.2,B+
3658,92,信息技术,初一上,操作技能,69.4,B
3659,92,信息技术,初一上,创新应用,77.6,B+
3660,92,信息技术,初一上,数字素养,76.8,B+
3661,92,音乐,初一下,音乐素养,98.0,A+
3662,92,音乐,初一下,演唱演奏,76.0,B+
3663,92,音乐,初一下,节奏感知,98.0,A+
3664,92,音乐,初一下,欣赏能力,70.2,B
3665,92,音乐,初一下,舞台表现,87.0,A
3666,92,体育,初一下,体能素质,79.2,B+
3667,92,体育,初一下,运动技能,73.4,B+
3668,92,体育,初一下,协调能力,90.9,A
3669,92,体育,初一下,团队协作,84.8,A-
3670,92,体育,初一下,体育精神,76.4,B+
3671,92,美术,初一下,艺术素养,61.3,B-
3672,92,美术,初一下,创作能力,54.9,C+
3673,92,美术,初一下,审美感知,57.3,C+
3674,92,美术,初一下,技法运用,65.9,B-
3675,92,美术,初一下,艺术表达,69.5,B
3676,92,信息技术,初一下,信息素养,85.9,A-
3677,92,信息技术,初一下,编程能力,96.7,A+
3678,92,信息技术,初一下,操作技能,79.7,B+
3679,92,信息技术,初一下,创新应用,82.9,A-
3680,92,信息技术,初一下,数字素养,83.5,A-
3681,93,音乐,初一上,音乐素养,74.0,B+
3682,93,音乐,初一上,演唱演奏,69.6,B
3683,93,音乐,初一上,节奏感知,77.4,B+
3684,93,音乐,初一上,欣赏能力,80.4,A-
3685,93,音乐,初一上,舞台表现,64.9,B-
3686,93,体育,初一上,体能素质,94.5,A+
3687,93,体育,初一上,运动技能,79.2,B+
3688,93,体育,初一上,协调能力,89.8,A
3689,93,体育,初一上,团队协作,80.5,A-
3690,93,体育,初一上,体育精神,94.3,A+
3691,93,美术,初一上,艺术素养,95.4,A+
3692,93,美术,初一上,创作能力,62.7,B-
3693,93,美术,初一上,审美感知,76.6,B+
3694,93,美术,初一上,技法运用,70.0,B
3695,93,美术,初一上,艺术表达,78.7,B+
3696,93,信息技术,初一上,信息素养,58.2,C+
3697,93,信息技术,初一上,编程能力,73.4,B+
3698,93,信息技术,初一上,操作技能,60.5,B-
3699,93,信息技术,初一上,创新应用,77.7,B+
3700,93,信息技术,初一上,数字素养,73.0,B+
3701,93,音乐,初一下,音乐素养,62.0,B-
3702,93,音乐,初一下,演唱演奏,55.9,C+
3703,93,音乐,初一下,节奏感知,77.3,B+
3704,93,音乐,初一下,欣赏能力,55.9,C+
3705,93,音乐,初一下,舞台表现,58.7,C+
3706,93,体育,初一下,体能素质,78.8,B+
3707,93,体育,初一下,运动技能,67.8,B
3708,93,体育,初一下,协调能力,72.0,B
3709,93,体育,初一下,团队协作,81.1,A-
3710,93,体育,初一下,体育精神,92.4,A
3711,93,美术,初一下,艺术素养,98.0,A+
3712,93,美术,初一下,创作能力,74.0,B+
3713,93,美术,初一下,审美感知,81.7,A-
3714,93,美术,初一下,技法运用,80.8,A-
3715,93,美术,初一下,艺术表达,87.5,A
3716,93,信息技术,初一下,信息素养,64.0,B-
3717,93,信息技术,初一下,编程能力,77.5,B+
3718,93,信息技术,初一下,操作技能,78.6,B+
3719,93,信息技术,初一下,创新应用,61.9,B-
3720,93,信息技术,初一下,数字素养,52.5,C+
3721,94,音乐,初一上,音乐素养,76.6,B+
3722,94,音乐,初一上,演唱演奏,70.1,B
3723,94,音乐,初一上,节奏感知,86.0,A-
3724,94,音乐,初一上,欣赏能力,71.8,B
3725,94,音乐,初一上,舞台表现,73.8,B+
3726,94,体育,初一上,体能素质,71.3,B
3727,94,体育,初一上,运动技能,53.1,C+
3728,94,体育,初一上,协调能力,69.6,B
3729,94,体育,初一上,团队协作,56.4,C+
3730,94,体育,初一上,体育精神,73.4,B+
3731,94,美术,初一上,艺术素养,68.8,B
3732,94,美术,初一上,创作能力,71.7,B
3733,94,美术,初一上,审美感知,71.8,B
3734,94,美术,初一上,技法运用,74.9,B+
3735,94,美术,初一上,艺术表达,78.5,B+
3736,94,信息技术,初一上,信息素养,77.8,B+
3737,94,信息技术,初一上,编程能力,55.7,C+
3738,94,信息技术,初一上,操作技能,76.6,B+
3739,94,信息技术,初一上,创新应用,56.3,C+
3740,94,信息技术,初一上,数字素养,57.5,C+
3741,94,音乐,初一下,音乐素养,74.7,B+
3742,94,音乐,初一下,演唱演奏,75.6,B+
3743,94,音乐,初一下,节奏感知,55.2,C+
3744,94,音乐,初一下,欣赏能力,54.7,C+
3745,94,音乐,初一下,舞台表现,70.4,B
3746,94,体育,初一下,体能素质,61.7,B-
3747,94,体育,初一下,运动技能,79.6,B+
3748,94,体育,初一下,协调能力,74.2,B+
3749,94,体育,初一下,团队协作,74.3,B+
3750,94,体育,初一下,体育精神,81.4,A-
3751,94,美术,初一下,艺术素养,90.4,A
3752,94,美术,初一下,创作能力,95.7,A+
3753,94,美术,初一下,审美感知,68.8,B
3754,94,美术,初一下,技法运用,88.1,A
3755,94,美术,初一下,艺术表达,81.8,A-
3756,94,信息技术,初一下,信息素养,81.6,A-
3757,94,信息技术,初一下,编程能力,67.8,B
3758,94,信息技术,初一下,操作技能,82.5,A-
3759,94,信息技术,初一下,创新应用,57.8,C+
3760,94,信息技术,初一下,数字素养,83.4,A-
3761,95,音乐,初一上,音乐素养,86.0,A-
3762,95,音乐,初一上,演唱演奏,61.3,B-
3763,95,音乐,初一上,节奏感知,73.9,B+
3764,95,音乐,初一上,欣赏能力,87.9,A
3765,95,音乐,初一上,舞台表现,79.9,B+
3766,95,体育,初一上,体能素质,60.6,B-
3767,95,体育,初一上,运动技能,83.3,A-
3768,95,体育,初一上,协调能力,90.3,A
3769,95,体育,初一上,团队协作,60.7,B-
3770,95,体育,初一上,体育精神,70.7,B
3771,95,美术,初一上,艺术素养,85.0,A-
3772,95,美术,初一上,创作能力,55.2,C+
3773,95,美术,初一上,审美感知,67.3,B
3774,95,美术,初一上,技法运用,92.0,A
3775,95,美术,初一上,艺术表达,64.9,B-
3776,95,信息技术,初一上,信息素养,65.9,B-
3777,95,信息技术,初一上,编程能力,66.6,B
3778,95,信息技术,初一上,操作技能,87.6,A
3779,95,信息技术,初一上,创新应用,76.1,B+
3780,95,信息技术,初一上,数字素养,79.5,B+
3781,95,音乐,初一下,音乐素养,69.8,B
3782,95,音乐,初一下,演唱演奏,59.0,B-
3783,95,音乐,初一下,节奏感知,54.8,C+
3784,95,音乐,初一下,欣赏能力,68.9,B
3785,95,音乐,初一下,舞台表现,47.8,C
3786,95,体育,初一下,体能素质,79.5,B+
3787,95,体育,初一下,运动技能,82.9,A-
3788,95,体育,初一下,协调能力,80.7,A-
3789,95,体育,初一下,团队协作,71.4,B
3790,95,体育,初一下,体育精神,86.6,A-
3791,95,美术,初一下,艺术素养,54.5,C+
3792,95,美术,初一下,创作能力,74.2,B+
3793,95,美术,初一下,审美感知,74.1,B+
3794,95,美术,初一下,技法运用,77.1,B+
3795,95,美术,初一下,艺术表达,72.4,B
3796,95,信息技术,初一下,信息素养,62.3,B-
3797,95,信息技术,初一下,编程能力,74.7,B+
3798,95,信息技术,初一下,操作技能,73.4,B+
3799,95,信息技术,初一下,创新应用,85.4,A-
3800,95,信息技术,初一下,数字素养,85.2,A-
3801,96,音乐,初一上,音乐素养,59.8,B-
3802,96,音乐,初一上,演唱演奏,95.1,A+
3803,96,音乐,初一上,节奏感知,68.4,B
3804,96,音乐,初一上,欣赏能力,61.8,B-
3805,96,音乐,初一上,舞台表现,57.4,C+
3806,96,体育,初一上,体能素质,56.6,C+
3807,96,体育,初一上,运动技能,64.7,B-
3808,96,体育,初一上,协调能力,52.8,C+
3809,96,体育,初一上,团队协作,54.9,C+
3810,96,体育,初一上,体育精神,72.0,B
3811,96,美术,初一上,艺术素养,74.1,B+
3812,96,美术,初一上,创作能力,85.1,A-
3813,96,美术,初一上,审美感知,90.9,A
3814,96,美术,初一上,技法运用,63.5,B-
3815,96,美术,初一上,艺术表达,82.0,A-
3816,96,信息技术,初一上,信息素养,34.6,C-
3817,96,信息技术,初一上,编程能力,84.7,A-
3818,96,信息技术,初一上,操作技能,44.6,C-
3819,96,信息技术,初一上,创新应用,55.3,C+
3820,96,信息技术,初一上,数字素养,71.3,B
3821,96,音乐,初一下,音乐素养,59.3,B-
3822,96,音乐,初一下,演唱演奏,66.1,B
3823,96,音乐,初一下,节奏感知,62.5,B-
3824,96,音乐,初一下,欣赏能力,55.8,C+
3825,96,音乐,初一下,舞台表现,62.6,B-
3826,96,体育,初一下,体能素质,52.4,C+
3827,96,体育,初一下,运动技能,51.3,C
3828,96,体育,初一下,协调能力,73.1,B+
3829,96,体育,初一下,团队协作,77.0,B+
3830,96,体育,初一下,体育精神,73.2,B+
3831,96,美术,初一下,艺术素养,61.4,B-
3832,96,美术,初一下,创作能力,60.4,B-
3833,96,美术,初一下,审美感知,55.2,C+
3834,96,美术,初一下,技法运用,51.5,C
3835,96,美术,初一下,艺术表达,55.7,C+
3836,96,信息技术,初一下,信息素养,59.4,B-
3837,96,信息技术,初一下,编程能力,63.8,B-
3838,96,信息技术,初一下,操作技能,64.9,B-
3839,96,信息技术,初一下,创新应用,72.2,B
3840,96,信息技术,初一下,数字素养,53.9,C+
3841,97,音乐,初一上,音乐素养,67.8,B
3842,97,音乐,初一上,演唱演奏,67.9,B
3843,97,音乐,初一上,节奏感知,77.3,B+
3844,97,音乐,初一上,欣赏能力,64.7,B-
3845,97,音乐,初一上,舞台表现,58.3,C+
3846,97,体育,初一上,体能素质,56.4,C+
3847,97,体育,初一上,运动技能,74.3,B+
3848,97,体育,初一上,协调能力,44.8,C-
3849,97,体育,初一上,团队协作,52.4,C+
3850,97,体育,初一上,体育精神,57.4,C+
3851,97,美术,初一上,艺术素养,98.0,A+
3852,97,美术,初一上,创作能力,66.7,B
3853,97,美术,初一上,审美感知,55.0,C+
3854,97,美术,初一上,技法运用,59.9,B-
3855,97,美术,初一上,艺术表达,68.6,B
3856,97,信息技术,初一上,信息素养,59.1,B-
3857,97,信息技术,初一上,编程能力,50.1,C
3858,97,信息技术,初一上,操作技能,65.5,B-
3859,97,信息技术,初一上,创新应用,66.4,B
3860,97,信息技术,初一上,数字素养,65.5,B-
3861,97,音乐,初一下,音乐素养,71.3,B
3862,97,音乐,初一下,演唱演奏,63.2,B-
3863,97,音乐,初一下,节奏感知,79.9,B+
3864,97,音乐,初一下,欣赏能力,67.2,B
3865,97,音乐,初一下,舞台表现,83.5,A-
3866,97,体育,初一下,体能素质,81.4,A-
3867,97,体育,初一下,运动技能,85.5,A-
3868,97,体育,初一下,协调能力,83.3,A-
3869,97,体育,初一下,团队协作,70.0,B
3870,97,体育,初一下,体育精神,75.0,B+
3871,97,美术,初一下,艺术素养,64.9,B-
3872,97,美术,初一下,创作能力,62.3,B-
3873,97,美术,初一下,审美感知,49.2,C
3874,97,美术,初一下,技法运用,83.1,A-
3875,97,美术,初一下,艺术表达,57.6,C+
3876,97,信息技术,初一下,信息素养,73.0,B+
3877,97,信息技术,初一下,编程能力,58.5,C+
3878,97,信息技术,初一下,操作技能,78.0,B+
3879,97,信息技术,初一下,创新应用,87.9,A
3880,97,信息技术,初一下,数字素养,58.6,C+
3881,98,音乐,初一上,音乐素养,75.0,B+
3882,98,音乐,初一上,演唱演奏,59.6,B-
3883,98,音乐,初一上,节奏感知,42.2,C-
3884,98,音乐,初一上,欣赏能力,65.6,B-
3885,98,音乐,初一上,舞台表现,75.0,B+
3886,98,体育,初一上,体能素质,63.4,B-
3887,98,体育,初一上,运动技能,62.2,B-
3888,98,体育,初一上,协调能力,69.2,B
3889,98,体育,初一上,团队协作,83.1,A-
3890,98,体育,初一上,体育精神,60.1,B-
3891,98,美术,初一上,艺术素养,73.3,B+
3892,98,美术,初一上,创作能力,78.1,B+
3893,98,美术,初一上,审美感知,84.7,A-
3894,98,美术,初一上,技法运用,74.0,B+
3895,98,美术,初一上,艺术表达,77.9,B+
3896,98,信息技术,初一上,信息素养,80.4,A-
3897,98,信息技术,初一上,编程能力,83.1,A-
3898,98,信息技术,初一上,操作技能,75.9,B+
3899,98,信息技术,初一上,创新应用,67.2,B
3900,98,信息技术,初一上,数字素养,63.4,B-
3901,98,音乐,初一下,音乐素养,77.5,B+
3902,98,音乐,初一下,演唱演奏,72.7,B
3903,98,音乐,初一下,节奏感知,66.0,B
3904,98,音乐,初一下,欣赏能力,85.5,A-
3905,98,音乐,初一下,舞台表现,86.7,A-
3906,98,体育,初一下,体能素质,91.1,A
3907,98,体育,初一下,运动技能,77.6,B+
3908,98,体育,初一下,协调能力,65.7,B-
3909,98,体育,初一下,团队协作,70.4,B
3910,98,体育,初一下,体育精神,59.8,B-
3911,98,美术,初一下,艺术素养,96.2,A+
3912,98,美术,初一下,创作能力,81.1,A-
3913,98,美术,初一下,审美感知,74.6,B+
3914,98,美术,初一下,技法运用,75.6,B+
3915,98,美术,初一下,艺术表达,82.1,A-
3916,98,信息技术,初一下,信息素养,67.8,B
3917,98,信息技术,初一下,编程能力,52.7,C+
3918,98,信息技术,初一下,操作技能,49.9,C
3919,98,信息技术,初一下,创新应用,70.9,B
3920,98,信息技术,初一下,数字素养,58.3,C+
3921,99,音乐,初一上,音乐素养,59.9,B-
3922,99,音乐,初一上,演唱演奏,80.7,A-
3923,99,音乐,初一上,节奏感知,59.6,B-
3924,99,音乐,初一上,欣赏能力,78.6,B+
3925,99,音乐,初一上,舞台表现,73.6,B+
3926,99,体育,初一上,体能素质,41.6,C-
3927,99,体育,初一上,运动技能,65.6,B-
3928,99,体育,初一上,协调能力,87.3,A
3929,99,体育,初一上,团队协作,55.2,C+
3930,99,体育,初一上,体育精神,83.3,A-
3931,99,美术,初一上,艺术素养,73.4,B+
3932,99,美术,初一上,创作能力,62.0,B-
3933,99,美术,初一上,审美感知,61.0,B-
3934,99,美术,初一上,技法运用,55.4,C+
3935,99,美术,初一上,艺术表达,86.2,A-
3936,99,信息技术,初一上,信息素养,66.1,B
3937,99,信息技术,初一上,编程能力,69.0,B
3938,99,信息技术,初一上,操作技能,56.9,C+
3939,99,信息技术,初一上,创新应用,71.3,B
3940,99,信息技术,初一上,数字素养,85.0,A-
3941,99,音乐,初一下,音乐素养,74.1,B+
3942,99,音乐,初一下,演唱演奏,57.6,C+
3943,99,音乐,初一下,节奏感知,63.3,B-
3944,99,音乐,初一下,欣赏能力,71.4,B
3945,99,音乐,初一下,舞台表现,62.2,B-
3946,99,体育,初一下,体能素质,83.3,A-
3947,99,体育,初一下,运动技能,77.0,B+
3948,99,体育,初一下,协调能力,51.9,C
3949,99,体育,初一下,团队协作,69.9,B
3950,99,体育,初一下,体育精神,54.3,C+
3951,99,美术,初一下,艺术素养,62.5,B-
3952,99,美术,初一下,创作能力,75.9,B+
3953,99,美术,初一下,审美感知,69.9,B
3954,99,美术,初一下,技法运用,68.7,B
3955,99,美术,初一下,艺术表达,68.1,B
3956,99,信息技术,初一下,信息素养,67.5,B
3957,99,信息技术,初一下,编程能力,82.7,A-
3958,99,信息技术,初一下,操作技能,76.6,B+
3959,99,信息技术,初一下,创新应用,73.6,B+
3960,99,信息技术,初一下,数字素养,88.7,A
3961,100,音乐,初一上,音乐素养,77.8,B+
3962,100,音乐,初一上,演唱演奏,76.9,B+
3963,100,音乐,初一上,节奏感知,67.6,B
3964,100,音乐,初一上,欣赏能力,78.7,B+
3965,100,音乐,初一上,舞台表现,80.3,A-
3966,100,体育,初一上,体能素质,55.4,C+
3967,100,体育,初一上,运动技能,76.7,B+
3968,100,体育,初一上,协调能力,48.9,C
3969,100,体育,初一上,团队协作,72.4,B
3970,100,体育,初一上,体育精神,73.5,B+
3971,100,美术,初一上,艺术素养,66.5,B
3972,100,美术,初一上,创作能力,60.3,B-
3973,100,美术,初一上,审美感知,42.8,C-
3974,100,美术,初一上,技法运用,31.0,C-
3975,100,美术,初一上,艺术表达,60.3,B-
3976,100,信息技术,初一上,信息素养,43.7,C-
3977,100,信息技术,初一上,编程能力,51.4,C
3978,100,信息技术,初一上,操作技能,52.6,C+
3979,100,信息技术,初一上,创新应用,41.5,C-
3980,100,信息技术,初一上,数字素养,48.9,C
3981,100,音乐,初一下,音乐素养,55.5,C+
3982,100,音乐,初一下,演唱演奏,56.2,C+
3983,100,音乐,初一下,节奏感知,53.4,C+
3984,100,音乐,初一下,欣赏能力,42.9,C-
3985,100,音乐,初一下,舞台表现,44.9,C-
3986,100,体育,初一下,体能素质,70.7,B
3987,100,体育,初一下,运动技能,63.8,B-
3988,100,体育,初一下,协调能力,72.4,B
3989,100,体育,初一下,团队协作,50.1,C
3990,100,体育,初一下,体育精神,46.0,C
3991,100,美术,初一下,艺术素养,50.7,C
3992,100,美术,初一下,创作能力,55.3,C+
3993,100,美术,初一下,审美感知,48.2,C
3994,100,美术,初一下,技法运用,52.6,C+
3995,100,美术,初一下,艺术表达,43.6,C-
3996,100,信息技术,初一下,信息素养,73.3,B+
3997,100,信息技术,初一下,编程能力,37.1,C-
3998,100,信息技术,初一下,操作技能,40.2,C-
3999,100,信息技术,初一下,创新应用,49.8,C
4000,100,信息技术,初一下,数字素养,67.1,B
4001,101,音乐,初一上,音乐素养,67.1,B
4002,101,音乐,初一上,演唱演奏,67.5,B
4003,101,音乐,初一上,节奏感知,69.2,B
4004,101,音乐,初一上,欣赏能力,65.2,B-
4005,101,音乐,初一上,舞台表现,72.3,B
4006,101,体育,初一上,体能素质,85.4,A-
4007,101,体育,初一上,运动技能,62.3,B-
4008,101,体育,初一上,协调能力,81.3,A-
4009,101,体育,初一上,团队协作,73.0,B+
4010,101,体育,初一上,体育精神,92.4,A
4011,101,美术,初一上,艺术素养,84.0,A-
4012,101,美术,初一上,创作能力,59.1,B-
4013,101,美术,初一上,审美感知,75.7,B+
4014,101,美术,初一上,技法运用,77.8,B+
4015,101,美术,初一上,艺术表达,83.2,A-
4016,101,信息技术,初一上,信息素养,81.8,A-
4017,101,信息技术,初一上,编程能力,65.9,B-
4018,101,信息技术,初一上,操作技能,73.0,B+
4019,101,信息技术,初一上,创新应用,74.1,B+
4020,101,信息技术,初一上,数字素养,75.0,B+
4021,101,音乐,初一下,音乐素养,75.3,B+
4022,101,音乐,初一下,演唱演奏,98.0,A+
4023,101,音乐,初一下,节奏感知,91.6,A
4024,101,音乐,初一下,欣赏能力,70.5,B
4025,101,音乐,初一下,舞台表现,75.5,B+
4026,101,体育,初一下,体能素质,76.6,B+
4027,101,体育,初一下,运动技能,76.0,B+
4028,101,体育,初一下,协调能力,78.3,B+
4029,101,体育,初一下,团队协作,84.0,A-
4030,101,体育,初一下,体育精神,41.6,C-
4031,101,美术,初一下,艺术素养,60.2,B-
4032,101,美术,初一下,创作能力,79.7,B+
4033,101,美术,初一下,审美感知,77.2,B+
4034,101,美术,初一下,技法运用,80.5,A-
4035,101,美术,初一下,艺术表达,62.4,B-
4036,101,信息技术,初一下,信息素养,60.8,B-
4037,101,信息技术,初一下,编程能力,59.2,B-
4038,101,信息技术,初一下,操作技能,74.6,B+
4039,101,信息技术,初一下,创新应用,50.2,C
4040,101,信息技术,初一下,数字素养,55.0,C+
4041,102,音乐,初一上,音乐素养,92.3,A
4042,102,音乐,初一上,演唱演奏,69.3,B
4043,102,音乐,初一上,节奏感知,89.0,A
4044,102,音乐,初一上,欣赏能力,83.2,A-
4045,102,音乐,初一上,舞台表现,84.3,A-
4046,102,体育,初一上,体能素质,65.9,B-
4047,102,体育,初一上,运动技能,81.9,A-
4048,102,体育,初一上,协调能力,81.6,A-
4049,102,体育,初一上,团队协作,74.8,B+
4050,102,体育,初一上,体育精神,71.4,B
4051,102,美术,初一上,艺术素养,70.5,B
4052,102,美术,初一上,创作能力,64.8,B-
4053,102,美术,初一上,审美感知,81.3,A-
4054,102,美术,初一上,技法运用,54.4,C+
4055,102,美术,初一上,艺术表达,79.8,B+
4056,102,信息技术,初一上,信息素养,90.1,A
4057,102,信息技术,初一上,编程能力,72.4,B
4058,102,信息技术,初一上,操作技能,80.4,A-
4059,102,信息技术,初一上,创新应用,63.8,B-
4060,102,信息技术,初一上,数字素养,66.0,B
4061,102,音乐,初一下,音乐素养,89.2,A
4062,102,音乐,初一下,演唱演奏,73.6,B+
4063,102,音乐,初一下,节奏感知,81.3,A-
4064,102,音乐,初一下,欣赏能力,89.8,A
4065,102,音乐,初一下,舞台表现,66.6,B
4066,102,体育,初一下,体能素质,95.3,A+
4067,102,体育,初一下,运动技能,79.0,B+
4068,102,体育,初一下,协调能力,80.3,A-
4069,102,体育,初一下,团队协作,79.9,B+
4070,102,体育,初一下,体育精神,78.3,B+
4071,102,美术,初一下,艺术素养,75.5,B+
4072,102,美术,初一下,创作能力,73.8,B+
4073,102,美术,初一下,审美感知,71.6,B
4074,102,美术,初一下,技法运用,60.9,B-
4075,102,美术,初一下,艺术表达,88.8,A
4076,102,信息技术,初一下,信息素养,71.9,B
4077,102,信息技术,初一下,编程能力,98.0,A+
4078,102,信息技术,初一下,操作技能,84.5,A-
4079,102,信息技术,初一下,创新应用,80.8,A-
4080,102,信息技术,初一下,数字素养,71.9,B
4081,103,音乐,初一上,音乐素养,79.3,B+
4082,103,音乐,初一上,演唱演奏,81.5,A-
4083,103,音乐,初一上,节奏感知,93.2,A+
4084,103,音乐,初一上,欣赏能力,72.2,B
4085,103,音乐,初一上,舞台表现,72.7,B
4086,103,体育,初一上,体能素质,82.7,A-
4087,103,体育,初一上,运动技能,60.8,B-
4088,103,体育,初一上,协调能力,86.7,A-
4089,103,体育,初一上,团队协作,49.8,C
4090,103,体育,初一上,体育精神,58.5,C+
4091,103,美术,初一上,艺术素养,68.4,B
4092,103,美术,初一上,创作能力,76.0,B+
4093,103,美术,初一上,审美感知,90.9,A
4094,103,美术,初一上,技法运用,60.0,B-
4095,103,美术,初一上,艺术表达,80.2,A-
4096,103,信息技术,初一上,信息素养,80.4,A-
4097,103,信息技术,初一上,编程能力,60.7,B-
4098,103,信息技术,初一上,操作技能,67.9,B
4099,103,信息技术,初一上,创新应用,74.1,B+
4100,103,信息技术,初一上,数字素养,69.1,B
4101,103,音乐,初一下,音乐素养,72.7,B
4102,103,音乐,初一下,演唱演奏,59.8,B-
4103,103,音乐,初一下,节奏感知,72.8,B
4104,103,音乐,初一下,欣赏能力,59.2,B-
4105,103,音乐,初一下,舞台表现,70.6,B
4106,103,体育,初一下,体能素质,77.8,B+
4107,103,体育,初一下,运动技能,77.9,B+
4108,103,体育,初一下,协调能力,76.7,B+
4109,103,体育,初一下,团队协作,87.0,A
4110,103,体育,初一下,体育精神,92.9,A
4111,103,美术,初一下,艺术素养,69.2,B
4112,103,美术,初一下,创作能力,67.1,B
